position,score,protein
171,0.629839681,amypro22_0
172,0.5796297113100688,amypro22_0
173,0.45486789743105566,amypro22_0
174,0.35867847004531833,amypro22_0
175,0.2573741332505051,amypro22_0
176,0.16261031912690663,amypro22_0
177,0.059052521,amypro22_0
178,0.026185469965882127,amypro22_0
179,0.03033784,amypro22_0
180,0.044529962689436264,amypro22_0
181,0.079693374,amypro22_0
182,0.099018187,amypro22_0
183,0.1410099277893702,amypro22_0
184,0.21860864162445068,amypro22_0
185,0.2525684962670008,amypro22_0
186,0.2751774171988169,amypro22_0
187,0.2477371056874593,amypro22_0
188,0.23392685751120246,amypro22_0
189,0.20550798972447706,amypro22_0
190,0.19652066727479292,amypro22_0
191,0.2570633977651596,amypro22_0
192,0.2672100057204564,amypro22_0
193,0.32735899289449055,amypro22_0
194,0.3635105788707733,amypro22_0
195,0.40986787438392636,amypro22_0
196,0.3997549220919609,amypro22_0
197,0.32886562546094256,amypro22_0
198,0.3473652809858322,amypro22_0
199,0.26851351261138917,amypro22_0
1,0.24194468855857848,amypro22_1
2,0.31753934025764463,amypro22_1
3,0.31760519345601396,amypro22_1
4,0.29804320782423016,amypro22_1
5,0.291534252,amypro22_1
6,0.2694279134273529,amypro22_1
7,0.24260818064212797,amypro22_1
8,0.20357297261555984,amypro22_1
9,0.191266719,amypro22_1
10,0.19313201804955796,amypro22_1
11,0.17216156025727583,amypro22_1
12,0.18982231120268497,amypro22_1
13,0.1979370097319285,amypro22_1
14,0.19492143690586086,amypro22_1
15,0.16352637410163878,amypro22_1
16,0.12945767740408576,amypro22_1
17,0.1111085494359334,amypro22_1
18,0.071057003,amypro22_1
19,0.051723072,amypro22_1
20,0.030612379312515203,amypro22_1
21,0.037419994,amypro22_1
22,0.035995526115099534,amypro22_1
23,0.053708315,amypro22_1
24,0.077481286,amypro22_1
25,0.083407075,amypro22_1
26,0.087131216,amypro22_1
27,0.073743718,amypro22_1
28,0.069543841,amypro22_1
29,0.051522368,amypro22_1
30,0.032843288,amypro22_1
31,0.061165257264550084,amypro22_1
32,0.08003235,amypro22_1
33,0.099131906,amypro22_1
34,0.14345329379830216,amypro22_1
35,0.26990468,amypro22_1
36,0.33199287354946133,amypro22_1
37,0.3123521318038304,amypro22_1
38,0.31886849999427797,amypro22_1
39,0.3494624962409338,amypro22_1
40,0.35603644,amypro22_1
41,0.2374687035878499,amypro22_1
42,0.17995747625827788,amypro22_1
43,0.169577549,amypro22_1
44,0.1404805514470354,amypro22_1
45,0.091507068,amypro22_1
46,0.044831708,amypro22_1
47,0.07177631,amypro22_1
48,0.090262464,amypro22_1
49,0.1263327943205998,amypro22_1
50,0.161121304,amypro22_1
51,0.16982894539833063,amypro22_1
52,0.1898515403270721,amypro22_1
53,0.17958146929740904,amypro22_1
54,0.16059110462665552,amypro22_1
55,0.12566922605037686,amypro22_1
56,0.1149963776270548,amypro22_1
57,0.12458581328392025,amypro22_1
58,0.10412988464037572,amypro22_1
59,0.11220029890537259,amypro22_1
60,0.13499371111392972,amypro22_1
61,0.17459253768126168,amypro22_1
62,0.17594543198744453,amypro22_1
63,0.1672205756107966,amypro22_1
64,0.18973788917064663,amypro22_1
65,0.16086715956528977,amypro22_1
66,0.16082408825556435,amypro22_1
67,0.13854908148447667,amypro22_1
68,0.15902770360310867,amypro22_1
69,0.23195025225480395,amypro22_1
70,0.2155787169933319,amypro22_1
71,0.2120131800572077,amypro22_1
72,0.18638932009538012,amypro22_1
73,0.16927287876605981,amypro22_1
74,0.12760395705699915,amypro22_1
75,0.049247619509696916,amypro22_1
76,0.049187986,amypro22_1
77,0.060600163,amypro22_1
78,0.05538639,amypro22_1
79,0.053242528438568075,amypro22_1
80,0.079857341,amypro22_1
81,0.082285448,amypro22_1
82,0.077723843,amypro22_1
83,0.11731959879398342,amypro22_1
84,0.16664160688718158,amypro22_1
85,0.24676926930745438,amypro22_1
86,0.2356499761343002,amypro22_1
87,0.2566536068916321,amypro22_1
88,0.25529137055079143,amypro22_1
89,0.2018629411856333,amypro22_1
90,0.1630094081163406,amypro22_1
91,0.11503787338733669,amypro22_1
92,0.11443900465965268,amypro22_1
93,0.11537332534790036,amypro22_1
94,0.24051902989546456,amypro22_1
95,0.3775055815776189,amypro22_1
96,0.47895631591478977,amypro22_1
97,0.5181468556324641,amypro22_1
98,0.5079991549253464,amypro22_1
99,0.48398601909478495,amypro22_1
100,0.3745786666870117,amypro22_1
101,0.3163134654362996,amypro22_1
102,0.3103687067826589,amypro22_1
103,0.28515230814615883,amypro22_1
104,0.3563789278268814,amypro22_1
105,0.35504128038883204,amypro22_1
106,0.3357730080026764,amypro22_1
107,0.26169086489462645,amypro22_1
108,0.15362780158441938,amypro22_1
109,0.1041300174069571,amypro22_1
110,0.023393738,amypro22_1
111,0.019226315040335316,amypro22_1
112,0.024809983014104798,amypro22_1
113,0.026486263250505196,amypro22_1
114,0.032584552,amypro22_1
115,0.089994845,amypro22_1
116,0.11403046976314117,amypro22_1
117,0.13009863029704619,amypro22_1
118,0.13749733495217997,amypro22_1
119,0.1406005544849904,amypro22_1
120,0.13921569200465453,amypro22_1
121,0.081517318,amypro22_1
122,0.05747219,amypro22_1
123,0.04196526,amypro22_1
124,0.03194238,amypro22_1
125,0.025120272350128856,amypro22_1
126,0.024854455,amypro22_1
127,0.027866846,amypro22_1
128,0.031041714549064597,amypro22_1
129,0.049347976,amypro22_1
130,0.052646387,amypro22_1
131,0.051902734,amypro22_1
132,0.04819289,amypro22_1
133,0.048379785775614394,amypro22_1
134,0.065691616,amypro22_1
135,0.057352744,amypro22_1
136,0.07851277,amypro22_1
137,0.087004959,amypro22_1
138,0.092066261,amypro22_1
139,0.090702595,amypro22_1
140,0.071622153,amypro22_1
141,0.092079549,amypro22_1
142,0.1040491505914057,amypro22_1
143,0.14689399147561435,amypro22_1
144,0.16527351284554845,amypro22_1
145,0.17053864344488825,amypro22_1
146,0.1865190337101618,amypro22_1
147,0.15764294167359666,amypro22_1
148,0.13830240766207372,amypro22_1
149,0.11712868312994634,amypro22_1
150,0.11356228987375892,amypro22_1
151,0.11356622874736781,amypro22_1
152,0.10236788392066952,amypro22_1
153,0.10000977317492164,amypro22_1
154,0.082270113,amypro22_1
155,0.051083928,amypro22_1
156,0.033252665,amypro22_1
157,0.030902087,amypro22_1
158,0.052294657,amypro22_1
159,0.085362272,amypro22_1
160,0.11358523149368312,amypro22_1
161,0.14123552938302356,amypro22_1
162,0.15292573571205137,amypro22_1
163,0.1525343596935272,amypro22_1
164,0.12893969019254045,amypro22_1
165,0.10699686805407203,amypro22_1
166,0.083478346,amypro22_1
167,0.055477547,amypro22_1
168,0.040662864621481234,amypro22_1
169,0.042852555,amypro22_1
170,0.043023583,amypro22_1
171,0.065147353,amypro22_1
172,0.066745486,amypro22_1
173,0.069703957,amypro22_1
174,0.073719671,amypro22_1
175,0.083391646,amypro22_1
176,0.086575319,amypro22_1
177,0.059810589,amypro22_1
178,0.074798723,amypro22_1
179,0.082830983,amypro22_1
180,0.088637717,amypro22_1
181,0.1316303451855977,amypro22_1
182,0.17163551946481068,amypro22_1
183,0.21654951870441433,amypro22_1
184,0.20853269596894583,amypro22_1
185,0.21472239593664807,amypro22_1
186,0.20971519649028778,amypro22_1
187,0.15240685443083443,amypro22_1
188,0.12249672611554462,amypro22_1
189,0.087174968,amypro22_1
190,0.084042112,amypro22_1
191,0.073351519,amypro22_1
192,0.069588923,amypro22_1
193,0.07009154,amypro22_1
194,0.052918233,amypro22_1
195,0.040461112672285963,amypro22_1
196,0.057742946,amypro22_1
197,0.078558337,amypro22_1
198,0.10342743624320667,amypro22_1
199,0.20925408034593904,amypro22_1
200,0.31363762815793356,amypro22_1
201,0.318605504,amypro22_1
202,0.3352539668480555,amypro22_1
203,0.3660910415649414,amypro22_1
204,0.41462251842021935,amypro22_1
205,0.3322169025739034,amypro22_1
206,0.17874826490879056,amypro22_1
207,0.29317686557769773,amypro22_1
1,0.14416213035583497,amypro22_2
2,0.37622834444046016,amypro22_2
3,0.44420718550682065,amypro22_2
4,0.3735767900943756,amypro22_2
5,0.32261139154434204,amypro22_2
6,0.28206487695376076,amypro22_2
7,0.2612640698750814,amypro22_2
8,0.16322693129380542,amypro22_2
9,0.069643901,amypro22_2
10,0.044649710257848065,amypro22_2
11,0.026341156166987834,amypro22_2
12,0.015315203041003122,amypro22_2
13,0.014997031,amypro22_2
14,0.014126509993002355,amypro22_2
15,0.013100783,amypro22_2
16,0.016073787,amypro22_2
17,0.018485867,amypro22_2
18,0.018354562525140207,amypro22_2
19,0.018663668856424873,amypro22_2
20,0.018543786,amypro22_2
21,0.018007153164216968,amypro22_2
22,0.015241929772067375,amypro22_2
23,0.013449617220733926,amypro22_2
24,0.019207712,amypro22_2
25,0.031030973,amypro22_2
26,0.058473325348434885,amypro22_2
27,0.12922801186929667,amypro22_2
28,0.15240135700623791,amypro22_2
29,0.1540528684854507,amypro22_2
30,0.14915341546535874,amypro22_2
31,0.14503258973757813,amypro22_2
32,0.1582356692393659,amypro22_2
33,0.12396268755595274,amypro22_2
34,0.13708208710352965,amypro22_2
35,0.14865464578469978,amypro22_2
36,0.1497971524794896,amypro22_2
37,0.14353855252265926,amypro22_2
38,0.1031052685405787,amypro22_2
39,0.067778911,amypro22_2
40,0.032185321,amypro22_2
41,0.018974293,amypro22_2
42,0.016409155487144705,amypro22_2
43,0.013780740040813989,amypro22_2
44,0.013248766168150378,amypro22_2
45,0.013075001923001116,amypro22_2
46,0.015048806050132603,amypro22_2
47,0.017908655023408406,amypro22_2
48,0.023320197509080223,amypro22_2
49,0.031074192193348865,amypro22_2
50,0.067952946,amypro22_2
51,0.077580419,amypro22_2
52,0.081806958,amypro22_2
53,0.088609266,amypro22_2
54,0.095470554,amypro22_2
55,0.091686613,amypro22_2
56,0.057601533,amypro22_2
57,0.048936521013577726,amypro22_2
58,0.041633485335781435,amypro22_2
59,0.031830858,amypro22_2
60,0.021641452,amypro22_2
61,0.019409857,amypro22_2
62,0.017255322190067056,amypro22_2
63,0.024442959876796493,amypro22_2
64,0.079174979,amypro22_2
65,0.10965177417953476,amypro22_2
66,0.16143360305419865,amypro22_2
67,0.1904136436044306,amypro22_2
68,0.24200373391310373,amypro22_2
69,0.24826102455457053,amypro22_2
70,0.1959313114484151,amypro22_2
71,0.16715024908383683,amypro22_2
72,0.11546042462189987,amypro22_2
73,0.086928187,amypro22_2
74,0.035555427,amypro22_2
75,0.020836617,amypro22_2
76,0.019272681816194813,amypro22_2
77,0.017807263,amypro22_2
78,0.016607397540186215,amypro22_2
79,0.014763513946309058,amypro22_2
80,0.022152799,amypro22_2
81,0.039305563,amypro22_2
82,0.03896948,amypro22_2
83,0.039356373,amypro22_2
84,0.039151827,amypro22_2
85,0.038573183,amypro22_2
86,0.030226014938671098,amypro22_2
87,0.012746956164361674,amypro22_2
88,0.012727899368595252,amypro22_2
89,0.020729922,amypro22_2
90,0.071694653,amypro22_2
91,0.079330406,amypro22_2
92,0.082030135,amypro22_2
93,0.083610795,amypro22_2
94,0.083891527,amypro22_2
95,0.076078973,amypro22_2
96,0.025595473387723625,amypro22_2
97,0.018678614739565048,amypro22_2
98,0.016011817177392567,amypro22_2
99,0.015533994334054987,amypro22_2
100,0.015614853736296896,amypro22_2
101,0.015345426751946391,amypro22_2
102,0.014954460776304237,amypro22_2
103,0.014886100450530602,amypro22_2
104,0.017972754102083814,amypro22_2
1,0.013395702838897638,amypro22_3
2,0.011922142,amypro22_3
3,0.011305473,amypro22_3
4,0.012080953,amypro22_3
5,0.011923763751983592,amypro22_3
6,0.012224735,amypro22_3
7,0.012226978686461082,amypro22_3
8,0.014349909081344434,amypro22_3
9,0.020081398342335844,amypro22_3
10,0.037552425,amypro22_3
11,0.077378178,amypro22_3
12,0.089624605,amypro22_3
13,0.18419100116419332,amypro22_3
14,0.25428823729356126,amypro22_3
15,0.25528531173864993,amypro22_3
16,0.2463116278251012,amypro22_3
17,0.2143013815085093,amypro22_3
18,0.2129140973091125,amypro22_3
19,0.12967334687709806,amypro22_3
20,0.093239135,amypro22_3
21,0.1204216251770655,amypro22_3
22,0.12331955532232917,amypro22_3
23,0.12642881671587625,amypro22_3
24,0.11977684994538622,amypro22_3
25,0.10880195796489713,amypro22_3
26,0.074652987,amypro22_3
27,0.046922506,amypro22_3
28,0.055383543,amypro22_3
29,0.053331754604975336,amypro22_3
30,0.060222576,amypro22_3
31,0.074582075,amypro22_3
32,0.10566505392392472,amypro22_3
33,0.14441748658816014,amypro22_3
34,0.13924446602662402,amypro22_3
35,0.13310446540514623,amypro22_3
36,0.12596876223882036,amypro22_3
37,0.1340217719475428,amypro22_3
38,0.10962199072043098,amypro22_3
39,0.074109206,amypro22_3
40,0.074496084,amypro22_3
41,0.075051298,amypro22_3
42,0.07097445,amypro22_3
43,0.047996360215741586,amypro22_3
44,0.041232024,amypro22_3
45,0.032104884,amypro22_3
46,0.016385639940078012,amypro22_3
47,0.016298012171561477,amypro22_3
48,0.028009416892503653,amypro22_3
49,0.029351648580995923,amypro22_3
50,0.028984129402313808,amypro22_3
51,0.029774056014025465,amypro22_3
52,0.031664027,amypro22_3
53,0.033095882229107046,amypro22_3
54,0.054916617167092785,amypro22_3
55,0.076522081,amypro22_3
56,0.12695352832476295,amypro22_3
57,0.17285352746645608,amypro22_3
58,0.18613010644912717,amypro22_3
59,0.199822458,amypro22_3
60,0.18064946830272668,amypro22_3
61,0.1919623722632726,amypro22_3
62,0.2312128514051437,amypro22_3
63,0.27557753324508666,amypro22_3
64,0.3133408516645432,amypro22_3
65,0.3181499809026718,amypro22_3
66,0.3436958223581314,amypro22_3
67,0.3186025967200597,amypro22_3
68,0.23838182290395102,amypro22_3
69,0.23338101108868914,amypro22_3
70,0.31803263227144873,amypro22_3
71,0.42362312972545624,amypro22_3
72,0.4174742122491201,amypro22_3
73,0.4141515056292216,amypro22_3
74,0.4046312948067982,amypro22_3
75,0.3799268746376038,amypro22_3
76,0.26590812504291533,amypro22_3
77,0.093330367,amypro22_3
78,0.032206193,amypro22_3
79,0.017224180698394757,amypro22_3
1,0.027127283811569165,amypro22_4
2,0.021149936554502317,amypro22_4
3,0.021988805,amypro22_4
4,0.022203397868906866,amypro22_4
5,0.022224927042989256,amypro22_4
6,0.021987553516252426,amypro22_4
7,0.021681289950235275,amypro22_4
8,0.023200104,amypro22_4
9,0.025730358560879976,amypro22_4
10,0.036394311,amypro22_4
11,0.037610397,amypro22_4
12,0.046987149,amypro22_4
13,0.078724832,amypro22_4
14,0.1102150460084279,amypro22_4
15,0.15268432100613907,amypro22_4
16,0.23219355642795558,amypro22_4
17,0.2984446267286936,amypro22_4
18,0.30368355512619016,amypro22_4
19,0.2729186276594798,amypro22_4
20,0.24154050052165985,amypro22_4
21,0.19971564610799153,amypro22_4
22,0.15513390600681304,amypro22_4
23,0.1131332029898961,amypro22_4
24,0.15941825012365973,amypro22_4
25,0.20467373430728908,amypro22_4
26,0.25741025408109025,amypro22_4
27,0.2614600171645482,amypro22_4
28,0.2174165149529775,amypro22_4
29,0.193335552,amypro22_4
30,0.13437279264132176,amypro22_4
31,0.08706371,amypro22_4
32,0.033457706,amypro22_4
33,0.028428998,amypro22_4
34,0.045175513625144915,amypro22_4
35,0.058081118,amypro22_4
36,0.059578126115714704,amypro22_4
37,0.069714279,amypro22_4
38,0.074528075,amypro22_4
39,0.071856036,amypro22_4
40,0.057748751,amypro22_4
41,0.064253232,amypro22_4
42,0.12525074100867636,amypro22_4
43,0.14253628152794892,amypro22_4
44,0.16921887371130043,amypro22_4
45,0.18543076117833454,amypro22_4
46,0.18128959437211353,amypro22_4
47,0.16122521360715228,amypro22_4
48,0.097132718,amypro22_4
49,0.080207681,amypro22_4
50,0.057230741,amypro22_4
51,0.047022577,amypro22_4
52,0.054453349,amypro22_4
53,0.060834722,amypro22_4
54,0.061560203923121004,amypro22_4
55,0.058821591032877485,amypro22_4
56,0.058194289,amypro22_4
57,0.075085793,amypro22_4
58,0.094923354,amypro22_4
59,0.1128337038490523,amypro22_4
60,0.13349347909291584,amypro22_4
61,0.12973271807034806,amypro22_4
62,0.12145261367162064,amypro22_4
63,0.10556475718816115,amypro22_4
64,0.079628943,amypro22_4
65,0.054402226,amypro22_4
66,0.040066366394360814,amypro22_4
67,0.1246576050917307,amypro22_4
68,0.14895669619242347,amypro22_4
69,0.14454681674639377,amypro22_4
70,0.1425742487112681,amypro22_4
71,0.1466603020826975,amypro22_4
72,0.13896642519005878,amypro22_4
73,0.059130492,amypro22_4
74,0.0620232,amypro22_4
75,0.077883786,amypro22_4
76,0.07962407,amypro22_4
77,0.075761409,amypro22_4
78,0.07829705,amypro22_4
79,0.10523237465943865,amypro22_4
80,0.1085970340085623,amypro22_4
81,0.095457201,amypro22_4
82,0.096797392,amypro22_4
83,0.1028796404600143,amypro22_4
84,0.10209470093250271,amypro22_4
85,0.066945429,amypro22_4
86,0.036937775,amypro22_4
87,0.031371978,amypro22_4
88,0.035371177,amypro22_4
89,0.034740286,amypro22_4
90,0.032860190669695484,amypro22_4
91,0.032948967814445444,amypro22_4
92,0.032458431,amypro22_4
93,0.040538897,amypro22_4
94,0.034474027156829776,amypro22_4
95,0.033730928103129006,amypro22_4
96,0.038214285,amypro22_4
97,0.036728932,amypro22_4
98,0.035547776,amypro22_4
99,0.027255391830112732,amypro22_4
100,0.027136583,amypro22_4
101,0.021097108533892076,amypro22_4
102,0.01621135,amypro22_4
103,0.015922826,amypro22_4
104,0.016825304684971305,amypro22_4
105,0.022989973682100106,amypro22_4
106,0.036817347,amypro22_4
107,0.063505345,amypro22_4
108,0.086085277,amypro22_4
109,0.13117484668982796,amypro22_4
110,0.23907807370026904,amypro22_4
111,0.3650811930497487,amypro22_4
112,0.3841891547044118,amypro22_4
113,0.4441402763128281,amypro22_4
114,0.5029601573944092,amypro22_4
115,0.4933023502429326,amypro22_4
116,0.3878227502107619,amypro22_4
117,0.2559388091166814,amypro22_4
118,0.2215659280618031,amypro22_4
119,0.14190691113471982,amypro22_4
120,0.060524366,amypro22_4
121,0.025722083449363668,amypro22_4
122,0.02514862,amypro22_4
123,0.062574337,amypro22_4
124,0.084141717,amypro22_4
125,0.13039538959662114,amypro22_4
126,0.21626972258090968,amypro22_4
127,0.27681939701239267,amypro22_4
128,0.32185116807619735,amypro22_4
129,0.3284044881661733,amypro22_4
130,0.4004372497399648,amypro22_4
131,0.4733035524686177,amypro22_4
132,0.5282073885202409,amypro22_4
133,0.6127944260835647,amypro22_4
134,0.6626034418741862,amypro22_4
135,0.658265147,amypro22_4
136,0.5669550836086272,amypro22_4
137,0.4404569012394252,amypro22_4
138,0.2992636981080674,amypro22_4
139,0.1537012221883439,amypro22_4
140,0.057918337,amypro22_4
141,0.022987715648681194,amypro22_4
142,0.023204666621556153,amypro22_4
143,0.02764893,amypro22_4
144,0.029904002944628357,amypro22_4
145,0.034865947,amypro22_4
146,0.033162022848879695,amypro22_4
147,0.027337674,amypro22_4
148,0.025563233899523124,amypro22_4
149,0.021979811596323354,amypro22_4
150,0.019660795,amypro22_4
151,0.014541471110730184,amypro22_4
152,0.014679336641317264,amypro22_4
153,0.018035168278583983,amypro22_4
154,0.018640114373556532,amypro22_4
155,0.021410788602224746,amypro22_4
156,0.023597526550292926,amypro22_4
157,0.05991281,amypro22_4
158,0.061259167,amypro22_4
159,0.095590465,amypro22_4
160,0.12377156913280485,amypro22_4
161,0.21049593289693194,amypro22_4
162,0.22279154062271114,amypro22_4
163,0.2140167862176895,amypro22_4
164,0.23243609766165416,amypro22_4
165,0.21290701031684875,amypro22_4
166,0.2704045295715332,amypro22_4
167,0.24335536658763882,amypro22_4
168,0.2518956700960795,amypro22_4
169,0.24681006868680314,amypro22_4
170,0.2513901521762212,amypro22_4
171,0.23488285442193343,amypro22_4
172,0.14748047292232508,amypro22_4
173,0.084888044,amypro22_4
174,0.063964108,amypro22_4
175,0.045926439,amypro22_4
176,0.026335738102594947,amypro22_4
177,0.032815473523805795,amypro22_4
178,0.044398658,amypro22_4
179,0.047310186,amypro22_4
180,0.046317906,amypro22_4
181,0.045664504415860056,amypro22_4
182,0.048130774,amypro22_4
183,0.078230702,amypro22_4
184,0.086084708,amypro22_4
185,0.08385548,amypro22_4
186,0.08242592,amypro22_4
187,0.079384979,amypro22_4
188,0.072601387,amypro22_4
189,0.03609899,amypro22_4
190,0.019549894332885686,amypro22_4
191,0.020155951380729623,amypro22_4
192,0.020833964149157155,amypro22_4
193,0.026026191,amypro22_4
194,0.035817735,amypro22_4
195,0.047216233,amypro22_4
196,0.08055706,amypro22_4
197,0.18742157717545824,amypro22_4
198,0.30035463670889534,amypro22_4
199,0.3604412853717804,amypro22_4
200,0.3677963316440582,amypro22_4
201,0.35753652056058244,amypro22_4
202,0.3575637578964233,amypro22_4
203,0.25254707932472226,amypro22_4
204,0.16941256821155548,amypro22_4
205,0.12465556561946867,amypro22_4
206,0.12779783407847084,amypro22_4
207,0.13083303272724148,amypro22_4
208,0.094560778,amypro22_4
209,0.091144942,amypro22_4
210,0.064435013,amypro22_4
211,0.052233158,amypro22_4
212,0.066105515,amypro22_4
213,0.070051129,amypro22_4
214,0.1306656112273534,amypro22_4
215,0.13608715136845903,amypro22_4
216,0.13394882977008818,amypro22_4
217,0.1256810406843821,amypro22_4
218,0.092326127,amypro22_4
219,0.087614921,amypro22_4
220,0.038129569,amypro22_4
221,0.14373969773647935,amypro22_4
222,0.22694641987679157,amypro22_4
223,0.2852871153771654,amypro22_4
224,0.3310535544812107,amypro22_4
225,0.32791030552580197,amypro22_4
226,0.3187536459589561,amypro22_4
227,0.21136035878676004,amypro22_4
228,0.13344239587618173,amypro22_4
229,0.079570151,amypro22_4
230,0.036258600036080633,amypro22_4
231,0.041663428,amypro22_4
232,0.054576616,amypro22_4
233,0.072192366,amypro22_4
234,0.1378378413875907,amypro22_4
235,0.19453995508338262,amypro22_4
236,0.26096055542087315,amypro22_4
237,0.33141157925128933,amypro22_4
238,0.4164519588152567,amypro22_4
