,name,res_value_bool,res_idx,predictions_1,predictions_2,predictions_3,predictions_4,predictions_5,predictions_average,Aggregation label
118, Prolactin__AP00001,0,118,0.77452284,0.88485765,0.6753765,0.84454674,0.809919,0.7978445,False
119, Prolactin__AP00001,0,119,0.8609956,0.87289137,0.6983629,0.8622206,0.7969741,0.8182889,False
120, Prolactin__AP00001,0,120,0.80020696,0.8813059,0.68411297,0.8476798,0.78519046,0.7996992,False
121, Prolactin__AP00001,0,121,0.84279776,0.8904519,0.67279005,0.8544423,0.80382514,0.81286144,False
122, Prolactin__AP00001,0,122,0.818743,0.86878085,0.6669414,0.83298254,0.7936953,0.7962286,False
123, Prolactin__AP00001,0,123,0.811491,0.87106514,0.6780104,0.8455257,0.7883782,0.7988941,False
124, Prolactin__AP00001,0,124,0.81397784,0.8876939,0.7260291,0.8695408,0.79346776,0.81814194,False
125, Prolactin__AP00001,0,125,0.8511207,0.8873567,0.73548025,0.86083823,0.8218836,0.8313359,False
126, Prolactin__AP00001,0,126,0.8510765,0.85860354,0.68390304,0.84098536,0.8031952,0.8075527,False
127, Prolactin__AP00001,0,127,0.7748716,0.87461317,0.65905803,0.841634,0.7834842,0.7867322,False
128, Prolactin__AP00001,0,128,0.729934,0.88094383,0.6409094,0.83566606,0.7901764,0.7755259,False
129, Prolactin__AP00001,0,129,0.8759194,0.87458605,0.7614964,0.8596734,0.8069677,0.83572865,False
130, Prolactin__AP00001,0,130,0.8667697,0.89087915,0.7032451,0.8747324,0.81131756,0.82938874,False
131, Prolactin__AP00001,0,131,0.7971321,0.8954102,0.7480113,0.85676634,0.8156929,0.82260257,False
132, Prolactin__AP00001,0,132,0.8826824,0.8988414,0.77422,0.8735014,0.8596153,0.85777205,False
133, Prolactin__AP00001,0,133,0.8770915,0.89864063,0.75026274,0.88738644,0.8378006,0.8502363,False
134, Prolactin__AP00001,0,134,0.86588585,0.90224534,0.753562,0.8871265,0.84401256,0.8505665,False
135, Prolactin__AP00001,0,135,0.895051,0.91445476,0.7656635,0.89648104,0.848915,0.86411303,False
136, Prolactin__AP00001,0,136,0.86337817,0.88750786,0.7304299,0.86564773,0.84219176,0.83783114,False
137, Prolactin__AP00001,0,137,0.818457,0.8778263,0.69888085,0.8541115,0.8246132,0.81477773,False
138, Prolactin__AP00001,0,138,0.7375049,0.8729292,0.62744063,0.8483772,0.79067034,0.7753845,False
139, Prolactin__AP00001,0,139,0.7419095,0.8674782,0.6449014,0.81637037,0.7936678,0.7728655,False
140, Prolactin__AP00001,0,140,0.7315365,0.8377177,0.5684058,0.76048344,0.7628742,0.73220354,False
141, Prolactin__AP00001,0,141,0.7325806,0.8397309,0.59680074,0.79766077,0.75856364,0.7450673,False
142, Prolactin__AP00001,0,142,0.7491395,0.8573107,0.6394296,0.8019206,0.7556816,0.7606964,False
143, Prolactin__AP00001,0,143,0.7346304,0.84356844,0.5821384,0.7675656,0.76572645,0.73872596,False
144, Prolactin__AP00001,0,144,0.80201256,0.8582025,0.67579675,0.81900454,0.7869337,0.78839004,False
145, Prolactin__AP00001,0,145,0.7361353,0.8585828,0.5932242,0.7933726,0.7853808,0.7533392,False
146, Prolactin__AP00001,0,146,0.76871085,0.8598916,0.6293852,0.82014114,0.8032456,0.77627486,False
147, Prolactin__AP00001,0,147,0.7868257,0.88485897,0.66705143,0.85609525,0.80783945,0.8005341,False
148, Prolactin__AP00001,0,148,0.8055168,0.88060045,0.6652887,0.834207,0.80802304,0.79872715,False
149, Prolactin__AP00001,0,149,0.80549896,0.8706089,0.63898677,0.83855945,0.80725724,0.79218227,False
150, Prolactin__AP00001,0,150,0.739224,0.87694025,0.6492,0.85574144,0.79420483,0.7830621,False
151, Prolactin__AP00001,0,151,0.811072,0.8927484,0.694768,0.8706035,0.8204323,0.81792486,False
152, Prolactin__AP00001,0,152,0.8086031,0.8561391,0.65363574,0.8250124,0.80861557,0.79040116,False
153, Prolactin__AP00001,0,153,0.73848355,0.85558337,0.6279896,0.78922707,0.77585185,0.75742704,False
154, Prolactin__AP00001,0,154,0.7430123,0.8677405,0.6474409,0.84329265,0.7934576,0.77898884,False
155, Prolactin__AP00001,0,155,0.74879724,0.85618484,0.61795455,0.8046478,0.7990321,0.76532334,False
156, Prolactin__AP00001,0,156,0.7447868,0.85889804,0.60576195,0.8111582,0.786603,0.7614416,False
157, Prolactin__AP00001,0,157,0.7465651,0.8703534,0.68322283,0.8307324,0.8042059,0.7870159,False
158, Prolactin__AP00001,0,158,0.81877947,0.8751219,0.65431,0.82921314,0.82842654,0.8011702,False
159, Prolactin__AP00001,0,159,0.786527,0.88226277,0.67007035,0.8575357,0.8145149,0.8021822,False
160, Prolactin__AP00001,0,160,0.785365,0.8593445,0.6263774,0.8074423,0.7931777,0.7743414,False
161, Prolactin__AP00001,0,161,0.72775036,0.86064655,0.60943526,0.8105153,0.7762789,0.7569253,False
162, Prolactin__AP00001,0,162,0.7821873,0.8693197,0.63415575,0.8356076,0.7919569,0.7826454,False
163, Prolactin__AP00001,0,163,0.8525111,0.8881129,0.67307395,0.86696017,0.8211666,0.82036495,False
164, Prolactin__AP00001,0,164,0.77209353,0.8597994,0.61207116,0.82272714,0.796164,0.7725711,False
165, Prolactin__AP00001,0,165,0.76851445,0.8711689,0.6508616,0.8233613,0.7843339,0.77964807,False
166, Prolactin__AP00001,0,166,0.7622243,0.8760338,0.60608184,0.8339527,0.7879458,0.77324766,False
167, Prolactin__AP00001,0,167,0.7216949,0.85437113,0.5919875,0.81244034,0.7922746,0.7545537,False
168, Prolactin__AP00001,0,168,0.79319376,0.86917484,0.6619745,0.84883255,0.80842614,0.7963203,False
169, Prolactin__AP00001,0,169,0.8672005,0.8965673,0.78514785,0.88466847,0.82657385,0.8520316,False
170, Prolactin__AP00001,0,170,0.9266694,0.9044249,0.82529426,0.90274227,0.8504413,0.88191444,False
171, Prolactin__AP00001,0,171,0.9176163,0.8930539,0.7529413,0.8777045,0.83692497,0.8556482,False
172, Prolactin__AP00001,0,172,0.7934139,0.902351,0.70561284,0.8820863,0.8229501,0.82128274,False
173, Prolactin__AP00001,0,173,0.8017965,0.89954203,0.7531242,0.8825931,0.83158165,0.83372754,False
174, Prolactin__AP00001,0,174,0.8379813,0.8856595,0.7235436,0.8615142,0.8205761,0.82585496,False
175, Prolactin__AP00001,0,175,0.80011034,0.8793417,0.64653534,0.85406584,0.79724526,0.7954597,False
176, Prolactin__AP00001,0,176,0.74245346,0.87856305,0.5985814,0.84107685,0.79148275,0.77043146,False
177, Prolactin__AP00001,0,177,0.7459583,0.86138994,0.6254167,0.8167569,0.78994995,0.7678944,False
178, Prolactin__AP00001,0,178,0.7609443,0.8555422,0.6008999,0.8166226,0.7876319,0.7643282,False
179, Prolactin__AP00001,0,179,0.7516485,0.8716208,0.5782391,0.82346,0.78279674,0.7615531,False
180, Prolactin__AP00001,0,180,0.74960047,0.8699419,0.6304291,0.8250092,0.80123824,0.7752438,False
181, Prolactin__AP00001,0,181,0.74894994,0.8633762,0.63902044,0.8083912,0.79841006,0.7716295,False
182, Prolactin__AP00001,0,182,0.7750004,0.86274284,0.6380131,0.839029,0.787602,0.78047746,False
183, Prolactin__AP00001,0,183,0.79333556,0.86712295,0.6369376,0.8126518,0.7967825,0.7813661,False
184, Prolactin__AP00001,0,184,0.86737454,0.8912888,0.727205,0.87992877,0.8354308,0.8402456,False
185, Prolactin__AP00001,0,185,0.8350272,0.87084556,0.6876717,0.85980046,0.8193488,0.8145388,False
186, Prolactin__AP00001,0,186,0.8672074,0.89899033,0.79232943,0.88046193,0.821722,0.85214216,False
187, Prolactin__AP00001,0,187,0.87417686,0.90278155,0.80185294,0.8890875,0.83454496,0.8604888,False
188, Prolactin__AP00001,0,188,0.83428043,0.8805249,0.7263317,0.84378624,0.8190079,0.8207863,False
189, Prolactin__AP00001,0,189,0.8041342,0.87603116,0.6908168,0.8485958,0.8056882,0.80505323,False
190, Prolactin__AP00001,0,190,0.7473789,0.8825393,0.6788843,0.8443092,0.80434275,0.79149085,False
191, Prolactin__AP00001,0,191,0.8058614,0.88682276,0.73358464,0.86307317,0.82006556,0.8218815,False
192, Prolactin__AP00001,0,192,0.81937414,0.8820595,0.7095074,0.86266696,0.8247039,0.8196624,False
193, Prolactin__AP00001,0,193,0.82969785,0.8897685,0.67994374,0.87636876,0.84115034,0.82338583,False
194, Prolactin__AP00001,0,194,0.77991337,0.8969598,0.67249995,0.8804389,0.82623285,0.811209,False
195, Prolactin__AP00001,0,195,0.801389,0.88873607,0.69481146,0.8689808,0.8211163,0.81500673,False
196, Prolactin__AP00001,0,196,0.78149116,0.87060875,0.6466448,0.84300935,0.8028598,0.7889228,False
197, Prolactin__AP00001,0,197,0.7500024,0.85569364,0.59894836,0.7868257,0.7772613,0.7537462,False
198, Prolactin__AP00001,0,198,0.7510425,0.8619596,0.597284,0.8054816,0.78168696,0.75949097,False
199, Alpha-s2-casein__AP00004,0,0,0.72099036,0.8143312,0.49332938,0.6956465,0.73370516,0.6916005,False
200, Alpha-s2-casein__AP00004,0,1,0.7312991,0.81509054,0.5460031,0.7060683,0.73357916,0.706408,False
201, Alpha-s2-casein__AP00004,0,2,0.7252097,0.8137564,0.5059922,0.71996707,0.73545265,0.7000756,False
202, Alpha-s2-casein__AP00004,0,3,0.7302779,0.81539685,0.5119037,0.7499825,0.73302746,0.70811766,False
203, Alpha-s2-casein__AP00004,0,4,0.7446288,0.8564016,0.5860042,0.80458564,0.7770226,0.75372857,False
204, Alpha-s2-casein__AP00004,0,5,0.73063886,0.87086827,0.5729645,0.82636255,0.7828531,0.7567375,False
205, Alpha-s2-casein__AP00004,0,6,0.74154073,0.84866047,0.60103506,0.8023974,0.7788005,0.75448686,False
206, Alpha-s2-casein__AP00004,0,7,0.74053246,0.85059434,0.590338,0.7916575,0.77476114,0.7495767,False
207, Alpha-s2-casein__AP00004,0,8,0.73614806,0.85634285,0.56591034,0.78980064,0.77285767,0.7442119,False
208, Alpha-s2-casein__AP00004,0,9,0.7451656,0.8535657,0.54342604,0.7686472,0.77934337,0.7380296,False
209, Alpha-s2-casein__AP00004,0,10,0.74337924,0.83807385,0.5474455,0.7395446,0.7539176,0.72447217,False
210, Alpha-s2-casein__AP00004,0,11,0.7315919,0.8331528,0.5418064,0.72542524,0.7511429,0.7166239,False
211, Alpha-s2-casein__AP00004,0,12,0.7386459,0.8556415,0.63216734,0.7909986,0.77620864,0.7587324,False
212, Alpha-s2-casein__AP00004,0,13,0.7669771,0.86949366,0.6349507,0.82727623,0.79746246,0.779232,False
213, Alpha-s2-casein__AP00004,0,14,0.74542505,0.86068237,0.5815223,0.7970049,0.8010892,0.7571448,False
214, Alpha-s2-casein__AP00004,0,15,0.73730916,0.870065,0.66895807,0.8305312,0.8081172,0.7829961,False
215, Alpha-s2-casein__AP00004,0,16,0.76245254,0.87262046,0.6005262,0.8266736,0.7962512,0.7717048,False
216, Alpha-s2-casein__AP00004,0,17,0.73499197,0.85464597,0.5865502,0.78235,0.77057606,0.74582285,False
217, Alpha-s2-casein__AP00004,0,18,0.72750014,0.83220226,0.55482346,0.7310279,0.76106507,0.7213237,False
218, Alpha-s2-casein__AP00004,0,19,0.7208018,0.8386935,0.5276554,0.7815973,0.76750594,0.72725075,False
219, Alpha-s2-casein__AP00004,0,20,0.7381929,0.85781,0.5882022,0.80977476,0.77501714,0.75379944,False
220, Alpha-s2-casein__AP00004,0,21,0.7275351,0.8537601,0.5557351,0.77348715,0.7822535,0.7385542,False
221, Alpha-s2-casein__AP00004,0,22,0.728738,0.8532988,0.6069871,0.80033857,0.7804947,0.75397146,False
222, Alpha-s2-casein__AP00004,0,23,0.73252493,0.8395309,0.5819897,0.77593565,0.7697208,0.7399404,False
223, Alpha-s2-casein__AP00004,0,24,0.7464843,0.85213184,0.58685124,0.79289734,0.7750975,0.75069237,False
224, Alpha-s2-casein__AP00004,0,25,0.73987734,0.85670316,0.5992521,0.80653757,0.7908711,0.7586483,False
225, Alpha-s2-casein__AP00004,0,26,0.77924687,0.86504316,0.6222325,0.8189034,0.81971705,0.78102857,False
226, Alpha-s2-casein__AP00004,0,27,0.75493634,0.8856666,0.6772278,0.86438227,0.822559,0.80095446,False
227, Alpha-s2-casein__AP00004,0,28,0.7849344,0.8630463,0.6257471,0.8203507,0.8195112,0.78271794,False
228, Alpha-s2-casein__AP00004,0,29,0.7203178,0.8568717,0.59807277,0.80350715,0.79709643,0.75517315,False
229, Alpha-s2-casein__AP00004,0,30,0.72931087,0.85310656,0.56745696,0.787498,0.7900978,0.745494,False
230, Alpha-s2-casein__AP00004,0,31,0.7325036,0.84372926,0.5658302,0.76722443,0.7634815,0.7345538,False
231, Alpha-s2-casein__AP00004,0,32,0.7301423,0.8301173,0.54371136,0.75475883,0.75206393,0.7221588,False
232, Alpha-s2-casein__AP00004,0,33,0.734373,0.8495606,0.6275211,0.7899506,0.77067536,0.7544161,False
233, Alpha-s2-casein__AP00004,0,34,0.78754056,0.85566574,0.611523,0.797192,0.809235,0.7722313,False
234, Alpha-s2-casein__AP00004,0,35,0.7498461,0.8673143,0.60197455,0.8064367,0.8061735,0.766349,False
235, Alpha-s2-casein__AP00004,0,36,0.7491751,0.8797229,0.66395444,0.8441675,0.79819274,0.7870425,False
236, Alpha-s2-casein__AP00004,0,37,0.75495833,0.8555261,0.55219215,0.79029673,0.7877226,0.7481392,False
237, Alpha-s2-casein__AP00004,0,38,0.7240828,0.8544844,0.5440183,0.8058426,0.7873217,0.74314994,False
238, Alpha-s2-casein__AP00004,0,39,0.73197734,0.863516,0.61980015,0.80483264,0.77803445,0.7596321,False
239, Alpha-s2-casein__AP00004,0,40,0.7498308,0.8739539,0.59137917,0.81492794,0.7959186,0.76520205,False
240, Alpha-s2-casein__AP00004,0,41,0.7573074,0.8774607,0.64947194,0.8293298,0.8089595,0.78450584,False
241, Alpha-s2-casein__AP00004,0,42,0.7575071,0.8813396,0.65224713,0.8361175,0.80630016,0.7867023,False
242, Alpha-s2-casein__AP00004,0,43,0.84686553,0.8801128,0.67430574,0.83824223,0.81581223,0.8110677,False
243, Alpha-s2-casein__AP00004,0,44,0.7888293,0.8804591,0.6201049,0.8478255,0.8099719,0.7894381,False
244, Alpha-s2-casein__AP00004,0,45,0.74798334,0.8735497,0.62513304,0.8341147,0.7975948,0.77567506,False
245, Alpha-s2-casein__AP00004,0,46,0.7741239,0.86451215,0.624851,0.8355867,0.8099102,0.7817968,False
246, Alpha-s2-casein__AP00004,0,47,0.7324351,0.85222286,0.58976704,0.802222,0.78727084,0.75278354,False
247, Alpha-s2-casein__AP00004,0,48,0.74021864,0.8634739,0.63528335,0.80951506,0.78990465,0.7676791,False
248, Alpha-s2-casein__AP00004,0,49,0.72242415,0.83938986,0.5633608,0.75637364,0.7546773,0.7272452,False
